Verband,Name,Region,Plz,Adresse,Telefon,Fax,Web,E-Mail,Angebotsart,Sprache,Leistungskategorie,Google Maps URL,latitude,longitude
AWO Landesverband Berlin e.V.,navitas gGmbH,Neukölln,10827,Karl-Marx-Straße 206,030 68 97 75 80,030 68 97 75 85,www.navitas-ggmbh.de,info@navitas-ggmbh.de,"Freizeitangebot für Senior*innen, Beratung für Menschen mit Suchtproblematik, Betreutes Wohnen für Menschen mit sozialen Schwierigkeiten, Hilfen zur Erziehung für Familien, Wohnungslosenhilfe für Menschen mit sozialen Schwierigkeiten und Erwachsene",Deutsch,"Mitgliedsorganisation,Sucht,Senior*innen,Wohnungsnotfallhilfe,Familie,Jugend",,52.471693,13.441045
AWO Landesverband Berlin e.V.,"Stiftung SPI - Sozialpädagogisches Institut Berlin ""Walter May""",Mitte,13349,Müllerstraße 74,030 45 97 93 0,030 45 97 93 66,www.stiftung-spi.de,info@siftung-spi.de,"Jugendarbeit, Betreutes Wohnen für Menschen mit Suchtproblematik, Wohnungslosenhilfe für Frauen und Menschen mit Suchtproblematik und Menschen mit sozialen Schwierigkeiten und Erwachsene, Ausbildungsstätte für Erwachsene",Deutsch,"Mitgliedsorganisation,Sucht,Wohnungsnotfallhilfe,Frauen,Jugend",,47.376254,8.528591
AWO Gemeinnützige Pflegegesellschaft mbH,Sozialstation Marzahn/Hellersdorf,Marzahn-Hellersdorf,12627,Janusz-Korczak-Straße 32,030 99 28 90 0,030 99 28 90 - 15,https://www.awo-pflegenetz.de/startseite/sozialstation-marzahn-hellersdorf/,sst-marzahn-hellersdorf@awo-pflegenetz.de,Ambulante Pflege für Menschen mit Pflegebedarf,Deutsch,Pflege,,52.538681,13.606466
AWO Gemeinnützige Pflegegesellschaft mbH,Sozialstation Mitte/Tiergarten,Mitte,10559,Perleberger Straße 31,030 39 99 41 0,030 39 99 41 - 41,https://www.awo-pflegenetz.de/startseite/sozialstation-mitte-tiergarten/,sst-mitte-tiergarten@awo-pflegenetz.de,Ambulante Pflege für Menschen mit Pflegebedarf,Deutsch,Pflege,,52.531596,13.348446
AWO Gemeinnützige Pflegegesellschaft mbH,Sozialstation Pankow/Friedrichshain,Pankow,10249,Ebertystraße 41,030 42 12 8 67,030 42 12 8 - 68,https://www.awo-pflegenetz.de/startseite/sozialstation-pankow-friedrichshain/,sst-pankow-friedrichshain@awo-pflegenetz.de,Ambulante Pflege für Menschen mit Pflegebedarf,Deutsch,Pflege,,52.524301,13.45296
AWO Gemeinnützige Pflegegesellschaft mbH,Sozialstation Reinickendorf,Reinickendorf,13437,Roedernallee 77/78,030 40 89 85 3,030 40 89 85 - 40,https://www.awo-pflegenetz.de/startseite/sozialstation-reinickendorf/,sst-reinickendorf@awo-pflegenetz.de,Ambulante Pflege für Menschen mit Pflegebedarf,Deutsch,Pflege,,,
AWO Gemeinnützige Pflegegesellschaft mbH,Sozialstation Waidmannslust/Tegel,Reinickendorf,13509,Waidmannsluster Damm 79,030 43 36 04 5,030 43 36 61 - 0,https://www.awo-pflegenetz.de/startseite/sozialstation-waidmannslust-tegel/,sst-waidmannslust-tegel@awo-pflegenetz.de,Ambulante Pflege für Menschen mit Pflegebedarf,Deutsch,Pflege,,52.60087,13.303604
AWO Gemeinnützige Pflegegesellschaft mbH,Sozialstation Wedding,Mitte,13347,Reinickendorfer Straße 58 a,030 45 79 83 3,030 45 79 83 - 40,https://www.awo-pflegenetz.de/startseite/sozialstation-wedding/,sst-wedding@awo-pflegenetz.de,Ambulante Pflege für Menschen mit Pflegebedarf,Deutsch,Pflege,,50.622092,9.445231
AWO Gemeinnützige Pflegegesellschaft mbH,Wohngemeinschaft Marzahn-Hellersdorf (Tollensestraße),Marzahn-Hellersdorf,,,030 99 28 90 10,030 99 28 90 15,https://www.awo-pflegenetz.de/wohnen/,sst-marzahn-hellersdorf@awo-pflegenetz.de,Wohngemeinschaft für pflegebeürftige Menschen ,Deutsch,Pflege,,,
AWO Gemeinnützige Pflegegesellschaft mbH,Wohngemeinschaft Reinickendorf (Hielscher Straße),Reinickendorf,,,030 40 89 85 3,,https://www.awo-pflegenetz.de/wohnen/,sst-reinickendorf@awo-pflegenetz.de,Wohngemeinschaft für pflegebeürftige Menschen ,Deutsch,Pflege,,,
AWO Gemeinnützige Pflegegesellschaft mbH,Wohngemeinschaft Wedding (Barfusstraße),Mitte,,,030 45 79 83 3,,https://www.awo-pflegenetz.de/wohnen/,sst-wedding@awo-pflegenetz.de,Wohngemeinschaft für pflegebeürftige Menschen ,Deutsch,Pflege,,,
AWO Gemeinnützige Pflegegesellschaft mbH,Wohngemeinschaft Wedding (Adolfstraße),Mitte,,,030 45 79 83 3,,https://www.awo-pflegenetz.de/wohnen/,sst-wedding@awo-pflegenetz.de,Wohngemeinschaft für pflegebeürftige Menschen ,Deutsch,Pflege,,,
AWO Kreisverband Spree-Wuhle e.V.,"Tagespflege ""Am Park""",Friedrichshain-Kreuzberg,10249,Platz der Vereinten Nationen 1,030 294 52 98,030 420 297 41,https://www.awo-spree-wuhle.de/tagespflege-am-park/,am-park@awo-spree-wuhle.de,"Verbesserung der Lebenssituation pflegebedürftiger Menschen, Tagespflege",Deutsch,Pflege,,48.2323362,16.4152338
AWO Gemeinnützige Pflegegesellschaft mbH,AWO Gemeinnützige Pflegegesellschaft mbH,Mitte,13347,Reinickendorfer Str. 58a,030 46 90 66 0,030 46 90 66–30,www.awo-pflegenetz.de,info@awo-pflegenetz.de,Geschäftsstelle,Deutsch,"Pflege,Mitgliedsorganisation",,52.554174,13.366498
AWO Kreisverband Spandau e.V.,AWO Tagespflege Spandau,Spandau,13595,Grimnitzstraße 6c,030 36 80 13 74,030 36 80 13 75,https://www.awo-spandau.de/Senior*innen/tagespflege.html,tagespflege@awo-spandau.de,Tagespflege für Senior*innen und Menschen mit Pflegebedarf,Deutsch,"Pflege,Senior*innen",,52.484626,13.515273
AWO pro:mensch gGmbH,Therapeutisches Übergangswohnheim Lankwitz,Steglitz-Zehlendorf,12249,Kamenzer Damm 1,030 766 908 0,,https://www.awo-promensch.de/integration/tuewh-lankwitz/,uewh.leitung@awo-promensch.de,Betreutes Wohnen für Menschen mit psychischer Beeinträchtigung,Deutsch,psychische Beeinträchtigung,,52.433643,13.353565
AWO Kreisverband Berlin-Nordwest e.V.,Senior*innentagesstätte „ Freie Scholle“,Reinickendorf,13509,Waidmannsluster Damm 79,030 43 40 70 11,,https://www.awo-nordwest.de/einrichtung-waidmannsluster-damm/,,"Freizeitangebot für Senior*innen, Senior*innenbegegnungsstätte für Senior*innen",Deutsch,Senior*innen,,52.60087,13.303604
AWO Kreisverband Berlin-Nordwest e.V.,Senior*innentreff „Roedernallee“,Reinickendorf,13437,Roedernallee 77/78,030 411 58 63,030 41 47 98 59,www.awo-nordwest.de,kreisbuero@awo-nordwest.de,Freizeitangebot für Senior*innen,Deutsch,Senior*innen,,,
AWO Kreisverband Berlin-Nordwest e.V.,Wandern für Senior*innen in der Arnouxstraße,Pankow,13127,Arnouxstraße 10,030 47 55 91 68,,www.awo-nordwest.de,awo-nordwest-arnouxstr@tonline.De,Freizeitangebot für Senior*innen,Deutsch,Senior*innen,,52.607057,13.425731
AWO Kreisverband Mitte e.V.,Freizeitstätte Club Tiergarten,Mitte,10551,Turmstraße 71,0172 177 37 82,,https://awo-mitte.de/senioren-pflege/,,"Freizeitangebot für Seniorinnen und Senioren, Seniorenbegegnungsstätte für Seniorinnen und Senioren",Deutsch,Senior*innen,,48.274811,14.317008
AWO Kreisverband Mitte e.V.,Freizeitstätte Schillerpark,Mitte,13349,Barfusstraße 22/24,030 456 40 22,,https://awo-mitte.de/senioren-pflege/,awo-schillerpark@awo-mitte.de,"Freizeitangebot für Seniorinnen und Senioren, Seniorenbegegnungsstätte für Seniorinnen und Senioren",Deutsch,Senior*innen,,,
AWO Kreisverband Mitte e.V.,Amtsstube Buchholz,Pankow,13127,Berliner Straße 24,030 47 44 839,,https://awo-mitte.de/senioren-pflege/#freizeit,reif@awo-mitte.de,"Freizeitangebot für Seniorinnen und Senioren, Seniorenbegegnungsstätte für Seniorinnen und Senioren",Deutsch,Senior*innen,,48.24655,12.687193
AWO Kreisverband Mitte e.V.,"Projekt ""Nachbarn helfen Nachbarn""",Pankow,13089,Romain-Rolland-Straße 138,030 47 3021 12,,https://awo-mitte.de/senioren-pflege/#freizeit,reif@awo-mitte.de,Ehrenamtlicher Besuchs- und Begleitdienst,Deutsch,Senior*innen,,52.57417,13.437572
AWO Kreisverband Südwest e.V.,Begegnungsstätte Goltzstraße,Tempelhof-Schöneberg,10781,Goltzstraße 19,030 200 51 765,030 200 51 773,https://www.awo-suedwest.de/regionalbuero-schoeneberg.html,schoeneberg@awo-suedwest.de,"Freizeitangebot für Senior*innen, Senior*innenbegegnungsstätte für Senior*innen",Deutsch,Senior*innen,,52.383132,13.400111
AWO Kreisverband Südwest e.V.,Begegnungsstätte „Reinhold-Voht-Haus“ – Soziale Dienste,Steglitz-Zehlendorf,12207,Osdorfer Straße 121,030 713 870 90,030 713 917 51,https://www.awo-suedwest.de/regionalbuero-steglitz.html,steglitz@awo-suedwest.de,Freizeitangebot für Senior*innen,Deutsch,Senior*innen,,52.417791,13.314735
AWO Kreisverband Südwest e.V.,Begegnungsstätte „Spukvilla“,Tempelhof-Schöneberg,12103,Albrechtstraße 110,030 751 50 89,030 7000 90 17,https://www.awo-suedwest.de/regionalbuero-tempelhof.html,schoeneberg@awo-suedwest.de,"Freizeitangebot für Senior*innen, Senior*innenbegegnungsstätte für Senior*innen",Deutsch,Senior*innen,,48.315588,16.314852
AWO Kreisverband Südwest e.V.,Ehrenamtlicher Besuchs- und Krankenhausbesuchsdienst,Steglitz-Zehlendorf,12207,Osdorfer Straße 121,030 713 870 90,,www.awo-suedwest.de,,Dienstleistungen für Senior*innen und Erwachsene,Deutsch,Senior*innen,,52.417791,13.314735
AWO Kreisverband Südwest e.V.,Gymnastik und Bewegungs- und Entspannungskurs,Tempelhof-Schöneberg,12103,Albrechtstraße 110,030 751 50 89 oder 751 25 45,,www.awo-suedwest.de,,Freizeitangebot für Senior*innen und Erwachsene,Deutsch,Senior*innen,,48.315588,16.314852
AWO Kreisverband Treptow-Köpenick e.V.,Senior*innenbegegnungsstätte Treptow-Köpenick,Treptow-Köpenick,12587,Müggelseedamm 244,030 645 19 45,030 640 946 30,www.awo-treptow-koepenick.de,buero@awo-tk.de,Begegnungsstätte für Senior*innen,Deutsch,Senior*innen,,52.447345,13.6344
AWO Landesverband Berlin e.V.,Seniorennetz Berlin,verschiedene Standorte,,,0171 221 69 85 und 030 253 89 208,,https://www.seniorennetz.berlin/,seniorennetz@awoberlin.de,"Beratung für Seniorinnen und Senioren, Weiterbildung für Seniorinnen und Senioren",Deutsch,Senior*innen,,,
AWO Kreisverband Spandau e.V.,Wohnen im Herbert-Kleusberg-Haus,Spandau,13593,Grimnitzstraße 6c,030 565 99 00 25,030 565 99 00-20,https://www.awo-spandau.de/Senior*innen/wohnen-im-herbert-kleusberg-haus.html,s.samardzic@awo-spandau.de,Wohnstätte für Menschen mit Behinderung und Senior*innen,Deutsch,"Senior*innen,Inklusion",,52.484626,13.515273
AWO Kreisverband Südwest e.V.,Arbeitskreis Selbsthilfe Sucht,Steglitz-Zehlendorf,12207,Osdorfer Straße 121,0174 23 98 407,,https://www.awo-suedwest.de/selbsthilfe.html,,Selbsthilfegruppe für Menschen mit Suchtproblematik,Deutsch,Sucht,,52.417791,13.314735
AWO Kreisverband Südwest e.V.,Blitzlicht - Hilfe zur Selbsthilfe für Alkohol- und Tablettenabhängige,Tempelhof-Schöneberg,12103,Albrechtstraße 110,030 711 67 96,,https://www.awo-suedwest.de/blitzlicht.html,,"Beratung für Menschen mit Suchtproblematik, Selbsthilfegruppe für Menschen mit Suchtproblematik",Deutsch,Sucht,,48.315588,16.314852
AWO Kreisverband Mitte e.V.,AWO Wohnen Kreuzberg,Friedrichshain-Kreuzberg,10969,Prinzenstraße 96,030 616 574 80,,https://awo-mitte.de/frauen/,wohnen@awo-mitte.de,"Betreutes Wohnen für Erwachsene, Wohnungslosenhilfe für Menschen mit sozialen Schwierigkeiten und Erwachsene",Deutsch,Wohnungsnotfallhilfe,,52.501098,13.408212
AWO Kreisverband Mitte e.V., 7tes Frauenhaus,Mitte,,,0170 9693 549,,https://awo-mitte.de/,Notfrauenhaus@awo-mitte.de,Notunterkunft für Frauen,Deutsch,"Wohnungsnotfallhilfe,Frauen",,,
AWO Kreisverband Südost e.V.,AWO Neukölln Marketing und Service GmbH,Neukölln,12043,Erkstraße 1,030 613 963 0,030 613 963 59,https://www.awo-nemus.de/,info@awo-nemus.de,Reinigung- und Handwerkerleistungen,Deutsch,,,52.480862,13.436075
AWO Kreisverband Südwest e.V.,AWO Putzmobil für ganz Berlin,Steglitz-Zehlendorf,12207,Osdorfer Straße 121,030 71 39 17 24,030 71 39 17 49,https://www.awo-suedwest.de/putzmobil.html,,Dienstleistungen für Erwachsene,Deutsch,,,,
